funding_total_usd,funding_rounds,years_since_founded,years_since_last_funding,domain_clean,status_failed
2000000.0,1,15.0,12,curated web|e-commerce,0
225081113.04000014,3,131.0,14,politics,0
200000.0,1,14.0,12,E-Commerce,0
3500000.0,1,20.0,13,FinTech,0
2000000.0,1,11.0,11,food processing,0
1000000.0,1,13.0,11,agriculture|biotechnology|consumer goods|food processing,0
2500000.0,1,17.0,14,AI,0
90000.0,4,13.0,12,local based services|mobile|social search,0
280000.0,1,13.0,12,brewing|craft beer|manufacturing|wine and spirits,0
275000.0,1,17.0,16,fashion|music|social network media|video chat,0
2500000.0,1,16.0,13,e-commerce|social commerce|social media|startups,0
195000.0,1,14.0,13,biotechnology,0
15564591.0,3,21.0,17,advertising,1
2000000.0,1,30.0,19,SaaS,0
3900000.0,2,23.0,16,SaaS,0
4242704.0,1,37.0,13,curated web,0
85000000.0,1,28.0,11,biotechnology,0
2000000.0,2,15.0,14,biotechnology|pharmaceuticals,0
13425000.0,5,20.0,12,SaaS,0
45550000.0,4,26.0,19,SaaS,0
30000000.0,1,34.0,19,SaaS,0
29638309.0,5,24.0,11,SaaS,0
1483129.0,3,15.0,12,SaaS,0
1000000.0,1,33.0,13,HealthTech,0
14000000.0,1,18.0,16,clean technology,0
2000000.0,1,16.0,12,network security|security,0
105000.0,1,12.0,12,lifestyle|lifestyle products|real time,0
40269828.0,1,15.0,13,big data analytics|natural language processing,0
2000000.0,1,23.0,12,AI,0
64512.0,2,14.0,12,cars|online rental|shared services,0
2000000.0,1,19.0,12,transportation,0
2000000.0,1,57.0,31,public relations,0
2000000.0,1,29.0,22,bio-pharm|pharmaceuticals|technology,1
4000000.0,1,25.0,16,internet|semiconductors|technology,0
10000.0,1,14.0,14,SaaS,0
40000.0,1,13.0,13,public transportation,0
2250000.0,1,40.0,12,logistics|manufacturing|storage,0
3915350.0,5,19.0,11,HealthTech,0
34898793.0,1,28.0,23,HealthTech,0
58900000.0,7,27.0,14,FinTech,0
2000000.0,1,12.0,12,aerospace|automotive|manufacturing,0
65982896.0,3,22.0,13,biotechnology,0
3000000.0,1,12.0,11,information services,0
6750000.0,1,24.0,17,manufacturing,0
25000000.0,2,24.0,21,games,0
3000000.0,1,19.0,12,oil & gas,0
30400002.0,3,16.0,13,biotechnology,0
49000000.0,3,28.0,21,data privacy|data security|network security,0
28000000.0,5,21.0,15,biotechnology,0
63388808.0,10,21.0,11,biotechnology,0
53999998.0,3,20.0,13,HealthTech,0
40000.0,1,13.0,13,e-commerce,0
56240000.0,4,28.0,13,art|design,0
2000000.0,1,32.0,18,art,0
589000.0,1,15.0,13,mobile,0
100.0,1,12.0,12,AI,0
40000.0,1,15.0,14,design,0
281000.0,2,14.0,12,art|marketplaces|mobile|mobile commerce,0
40000.0,1,15.0,14,E-Commerce,0
50880053.0,6,17.0,11,art|curated web|design,0
2000000.0,1,16.0,14,biotechnology,0
150000.0,1,22.0,19,advertising|art|internet|networking|startups,0
2000000.0,1,11.0,11,social business,0
10000.0,1,19.0,19,games|music|photography|presentations|social network media,1
50000.0,1,19.0,19,FinTech,1
13276082.0,3,13.0,11,biotechnology,0
3200000.0,1,16.0,12,SaaS,0
200000.0,1,13.0,12,design,0
500000.0,1,14.0,14,art|internet|social network media,0
99498.0,2,14.0,12,artists globally|internet|social network media,0
30000000.0,2,15.0,14,biotechnology,0
1995000.0,3,13.0,12,HealthTech,0
2000000.0,1,14.0,14,art|e-commerce|jewelry|lifestyle,0
90000.0,1,17.0,16,biotechnology,0
28100000.0,3,23.0,17,SaaS,0
11176477.0,2,20.0,11,FinTech,0
50000.0,1,12.0,12,art|artists globally|marketplaces,0
1200000.0,2,13.0,12,FinTech,0
67022.0,1,12.0,12,AI,0
3000000.0,1,26.0,12,HealthTech,0
2336224.0,2,15.0,12,SaaS,0
10500000.0,1,24.0,21,biotechnology,0
18000.0,1,12.0,12,manufacturing,0
10000000.0,2,18.0,14,SaaS,0
1000000.0,1,23.0,23,journalism|news,0
996000.0,2,17.0,13,HealthTech,0
2200000.0,1,19.0,14,HealthTech,0
5250000.0,2,25.0,11,SaaS,1
54302.0,1,14.0,12,AI,0
18826300.0,2,25.0,13,mobile,0
800000.0,1,14.0,14,design,0
2500000.0,2,15.0,11,SaaS,0
58000000.0,2,24.0,19,semiconductors,0
540315.0,2,36.0,14,manufacturing,0
200000.0,1,14.0,11,SaaS,0
2000000.0,1,13.0,11,graphics|photo editing|photography,0
2000000.0,1,14.0,12,home decor,0
7000000.0,2,16.0,13,SaaS,0
85381111.0,5,20.0,16,biotechnology,0
11000.0,1,13.0,12,marketplaces,0
2000000.0,1,14.0,14,photography,0
2000000.0,1,44.0,36,SaaS,0
2000000.0,1,15.0,13,mobile,0
2000000.0,2,20.0,19,games|music,1
100000.0,1,13.0,11,EdTech,0
2000000.0,1,12.0,12,SaaS,0
775000.0,2,14.0,12,curated web,0
1100000.0,1,13.0,11,art,0
7000.0,1,28.0,12,public relations,0
1200000.0,2,18.0,11,art|e-commerce,1
630000.0,3,16.0,11,FinTech,0
600000.0,1,12.0,12,FinTech,0
125439500.0,2,23.0,16,AI,0
330000.0,2,14.0,11,advertising|enterprises,0
2000000.0,1,18.0,17,art|curated web,0
1000000.0,1,13.0,12,AI,0
390000.0,1,16.0,15,art|e-commerce,0
413177.0,1,13.0,12,SaaS,0
1684764.31225264,2,13.0,11,art,0
161688.0,1,11.0,11,SaaS,1
800000.0,1,15.0,11,application platforms|art|e-commerce|ediscovery,0
1298798.0,3,13.0,12,physical security|security,0
2000000.0,1,15.0,15,media|news,0
6883956.0,3,19.0,16,SaaS,0
124690.0,1,24.0,18,classifieds|e-commerce,0
500000.0,1,19.0,15,HealthTech,0
30000000.0,1,24.0,20,SaaS,0
47409.0,1,13.0,12,consumer electronics|mobile,0
10200000.0,3,14.0,14,video,0
3770000.0,1,23.0,18,SaaS,0
2500000.0,1,13.0,11,fuels|nutrition|oil|renewable energies,0
16111323.0,3,19.0,11,clean technology|organic|waste management,0
2254193.0,1,18.0,13,AI,0
56000000.0,2,13.0,11,biotechnology,0
115656.0,1,39.0,12,SaaS,0
20047324.0,3,25.0,17,security,0
2000000.0,1,17.0,14,consulting,0
97166500.0,7,18.0,11,SaaS,0
250000.0,1,14.0,14,automotive,0
80000000.0,1,25.0,24,MarTech,0
10000000.0,1,27.0,23,logistics,0
43138.0,1,13.0,13,facebook applications|identity|kids|reputation|security|twitter applications,0
3000000.0,1,27.0,18,AI,0
12155000.0,1,17.0,15,e-commerce,1
38200000.0,4,17.0,14,SaaS,0
1946775.0,2,17.0,15,HealthTech,0
2000000.0,2,20.0,11,HealthTech,0
2000000.0,1,11.0,11,customer service|delivery|service providers,0
3750000.0,1,13.0,12,e-commerce|fashion|mobile|search,0
200000.0,1,22.0,16,SaaS,1
50000000.0,1,17.0,16,MarTech,0
1325000.0,1,15.0,15,HealthTech,0
2590000.0,1,29.0,20,SaaS,0
905300.0,2,17.0,15,biotechnology,0
1500000.0,1,12.0,11,FinTech,0
2000000.0,1,16.0,12,public relations,0
1500000.0,1,14.0,13,SaaS,0
5070000.0,2,14.0,12,oil and gas,1
30693206.0,1,14.0,11,biotechnology,0
39664050.0,2,30.0,15,HealthTech,0
2000000.0,1,14.0,13,cloud computing|networking,0
107000000.0,1,28.0,14,web hosting,0
2000000.0,1,47.0,12,FinTech,0
71350002.0,8,21.0,11,clean technology,0
15500000.0,1,21.0,11,bio-pharm,0
2000000.0,1,14.0,13,AI,0
539000.0,1,22.0,21,SaaS,0
10273803.0,2,42.0,12,SaaS,0
2000000.0,1,25.0,17,MarTech,0
2857456.0,2,18.0,12,consulting,0
360000.0,1,12.0,12,HealthTech,0
155000000.0,3,15.0,11,HealthTech,0
2000000.0,1,14.0,12,customer service|e-commerce|online scheduling,0
2000000.0,1,12.0,11,art|big data|bitcoin|early-stage technology|intellectual property|internet|machine learning|startups,0
20000000.0,1,23.0,20,SaaS,0
28000000.0,1,20.0,12,manufacturing,0
6000.0,1,19.0,20,SaaS,1
34860000.0,3,26.0,17,SaaS,0
12743133.0,4,18.0,11,e-commerce|gadget|ipod touch|mobile,0
1164000.0,1,20.0,15,HealthTech,0
2000000.0,1,25.0,22,advertising|business services,1
50000.0,1,12.0,13,technology,0
40000000.0,1,21.0,13,consulting,0
4099999.0,1,14.0,12,advertising|curated web|e-commerce,0
2000000.0,1,156.0,28,logistics company|shipping|shipping broker industry,1
20000.0,1,17.0,17,english-speaking|translation,0
3500000.0,1,19.0,12,hospitality,0
10000000.0,1,23.0,19,semiconductors,0
100000000.0,1,32.0,22,manufacturing,0
25000000.0,2,30.0,27,search|social media,0
3000000.0,1,30.0,12,curated web,0
2000000.0,1,18.0,18,blogging platforms|curated web|opinions,0
1850000.0,3,13.0,12,mobile,0
50000.0,1,15.0,16,messaging|mobile|networking,0
500000.0,1,14.0,12,curated web|local|services|social media|task management,0
263835.806183285,1,11.0,11,android|collaborative consumption|ios|services,0
40000.0,1,11.0,11,apps|gift card|mobile|services,1
600000.0,2,17.0,14,crm|market research|social network media,0
2000000.0,1,12.0,12,college campuses|knowledge management|social media,0
1800000.0,1,14.0,12,AI,0
250000.0,1,17.0,17,consulting,0
7500.0,1,15.0,15,AI,0
2373920.0,3,21.0,11,biotechnology,0
34000000.0,2,16.0,13,biotechnology,0
136762.0,1,13.0,11,collaboration|recycling|waste management,1
16925741.0,3,24.0,15,biotechnology,0
5600000.0,2,22.0,16,networking|social media,0
18522536.0,5,23.0,15,mobile|networking,0
7000000.0,1,25.0,19,SaaS,0
1350000.0,1,13.0,11,FinTech,0
6949015.0,2,15.0,11,internet|leisure|online reservations,0
2000000.0,1,21.0,12,cloud computing|design|information technology,0
300000.0,1,23.0,21,SaaS,0
1460000.0,1,15.0,11,advertising|digital media|services,0
50000000.0,1,53.0,24,SaaS,0
2800000.0,2,13.0,11,consumer internet|curated web,0
25652895.0,2,40.0,24,mobile,0
136000000.0,6,25.0,13,clean technology,0
19932595.0,3,22.0,11,public transportation,0
100000.0,1,13.0,12,hospitality,0
2000000.0,1,210.0,12,HealthTech,0
100000000.0,1,45.0,23,SaaS,0
400000.0,1,13.0,12,SaaS,0
17025000.0,2,22.0,11,biotechnology,0
2950000.0,2,14.0,12,hospitality,0
21500004.0,4,15.0,11,HealthTech,0
12700000.0,2,16.0,11,pharmaceuticals,0
1800000.0,1,15.0,11,manufacturing,0
7000000.0,3,19.0,12,biotechnology|life sciences|marketplaces|outsourcing|pharmaceuticals,0
5000000.0,1,34.0,21,pharmaceuticals,0
375000.0,1,21.0,19,SaaS,0
28000.0,2,13.0,12,SaaS,0
2900000.0,2,13.0,12,SaaS,0
2000000.0,1,14.0,12,biotechnology,0
40000.0,1,19.0,15,security,0
300000.0,1,12.0,11,SaaS,0
1500000.0,1,13.0,12,SaaS,0
20000000.0,1,41.0,17,news,0
145774.0,1,14.0,13,SaaS,0
6000000.0,1,42.0,15,SaaS,0
468489.0,1,15.0,13,FinTech,0
100000.0,1,12.0,12,small and medium businesses,0
4900000.0,1,23.0,20,SaaS,0
1535000.0,4,13.0,11,manufacturing,0
15000000.0,2,13.0,11,real estate|real estate investors,0
3000000.0,1,26.0,21,SaaS,0
200000.0,1,15.0,15,SaaS,0
50800000.0,3,23.0,15,SaaS,0
1000000.0,2,27.0,24,news,0
130000.0,1,13.0,13,AI,0
98000.0,1,15.0,15,brokers|information technology|services,0
5700000.0,2,17.0,15,SaaS,0
250000.0,2,15.0,14,manufacturing,0
5700000.0,1,19.0,14,HealthTech,0
269344.0,2,25.0,11,SaaS,0
13750000.0,4,18.0,11,curated web|employment|marketplaces|mobile|recruiting,0
104680725.0,9,20.0,12,biotechnology,0
2000000.0,1,17.0,14,web hosting,0
5000000.0,1,21.0,14,consulting|databases|human resources|intellectual property,1
12900000.0,2,26.0,22,network security|security,0
22420000.0,1,27.0,21,SaaS,1
53000000.0,4,21.0,16,analytics|databases,0
60000000.0,1,39.0,12,hospitals,0
3000000.0,1,26.0,23,biotechnology,0
8000000.0,4,23.0,18,biotechnology,0
16500000.0,2,14.0,11,biotechnology,0
50000000.0,1,23.0,19,HealthTech,0
5473907.70659855,2,30.0,18,fashion,0
1950450.0,2,13.0,12,mobile,0
2000000.0,1,20.0,15,SaaS,0
2000000.0,1,30.0,17,SaaS,0
25000.0,1,12.0,12,e-commerce platforms|marketplaces|psychology|social network media,0
1900000.0,2,18.0,14,SaaS,0
3698550.0,5,12.0,11,consumer electronics|home automation|mobile|wireless,0
2000000.0,1,17.0,16,games|mobile games,1
2000000.0,1,21.0,16,game|gamification|video games,0
2000000.0,1,18.0,17,computers|life sciences|robotics|technology,0
300000.0,1,15.0,15,SaaS,0
2000000.0,1,11.0,11,analytics|big data|data integration,0
250000.0,1,13.0,12,3d printing,0
7700000.0,1,13.0,11,aerospace|technology,0
5300000.0,1,29.0,25,SaaS,0
2000000.0,1,19.0,13,clean technology,0
126134082.0,7,19.0,11,HealthTech,0
53209289.0,6,26.0,13,SaaS,0
80000000.0,4,20.0,13,HealthTech,0
3200000.0,1,41.0,15,SaaS,0
300000.0,1,22.0,17,security,0
732225.0,2,13.0,13,E-Commerce,0
2000000.0,1,28.0,15,HealthTech,0
3160000.0,1,22.0,18,SaaS,0
2000000.0,2,12.0,12,cloud data services|data integration|data visualization|developer tools|development platforms|web development,0
2000000.0,1,23.0,24,application platforms|enterprises|systems,0
13909650.0,2,30.0,13,SaaS,0
140000.0,1,14.0,12,HealthTech,0
2000000.0,1,15.0,13,SaaS,0
500000.0,1,14.0,14,b2b|e-commerce|fashion|wholesale,0
36198.0,1,17.0,16,SaaS,0
7260000.0,1,54.0,21,games,0
2000000.0,1,11.0,11,information technology,0
5425020.0,3,17.0,12,SaaS,0
300000.0,1,19.0,19,content|e-commerce|internet|social media,1
67000.0,1,17.0,16,SaaS,0
40000.0,1,14.0,14,SaaS,0
750565.0,1,21.0,16,semiconductors,0
30000.0,1,14.0,13,art|design|employment|environmental innovation|human resources|manufacturing|marketplaces|social media|women,0
12868200.0,2,35.0,16,SaaS,0
35860000.0,3,34.0,19,SaaS,0
40000.0,1,15.0,14,e-commerce,0
25500000.0,3,22.0,15,SaaS,0
15000000.0,1,26.0,25,services|testing|web tools,1
2000000.0,1,35.0,13,security,0
6963750.0,1,14.0,13,auctions|design,0
10631795.0,4,15.0,11,HealthTech,0
4000000.0,1,23.0,19,SaaS,1
2000000.0,1,30.0,17,HealthTech,0
800000.0,1,22.0,11,food processing|hospitality|organic food,0
10000000.0,1,25.0,23,semiconductors,0
40000000.0,3,29.0,22,SaaS,0
2000000.0,1,29.0,12,industrial automation|logistics|portals,0
43500000.0,4,163.0,18,biotechnology,0
13000000.0,2,13.0,11,automotive|electric vehicles,0
37673932.0,6,20.0,13,HealthTech,0
999131.0,1,32.0,17,biotechnology,0
9000002.0,1,31.0,14,biotechnology,0
200000.0,1,15.0,15,SaaS,1
250000.0,1,12.0,12,EdTech,0
80000.0,1,12.0,12,MarTech,0
1681068.0,4,20.0,13,SaaS,0
22500000.0,2,27.0,14,AI,0
1500000.0,1,12.0,12,sporting goods,0
2000000.0,1,12.0,12,HealthTech,0
100000.0,1,16.0,15,AI,0
2100000.0,2,12.0,11,HealthTech,0
2000000.0,1,14.0,14,AI,0
8200000.0,2,21.0,14,AI,0
300000.0,1,15.0,13,MarTech,1
50700000.0,3,14.0,11,HealthTech,0
225081113.04000014,2,30.0,13,HealthTech,0
131000000.0,3,19.0,12,SaaS,0
28787632.0,3,21.0,11,SaaS,0
500000.0,1,12.0,11,SaaS,0
125000.0,1,13.0,15,E-Commerce,0
2000000.0,1,13.0,13,assisitive technology|industrial|public safety,0
26733013.0,4,18.0,11,HealthTech,0
2000000.0,2,15.0,12,e-commerce,0
50000.0,1,17.0,15,AI,1
73085.0,2,13.0,12,databases|market research,0
2000000.0,1,12.0,12,real estate,0
250000.0,1,13.0,11,machine learning,0
39700000.0,1,39.0,17,web hosting,1
30000000.0,2,20.0,13,SaaS,0
14270000.0,1,33.0,16,HealthTech,0
9000000.0,1,23.0,13,clean technology,0
2449019.0,4,13.0,11,SaaS,0
2000000.0,1,15.0,12,SaaS,0
591346.0,1,16.0,12,information technology,0
75583454.0,3,21.0,11,HealthTech,0
400000.0,1,18.0,16,FinTech,1
50000.0,1,13.0,13,HealthTech,0
2000000.0,1,13.0,13,EdTech,0
115345.0,1,17.0,17,local businesses,0
2000000.0,1,17.0,11,leisure|travel & tourism,0
700000.0,1,15.0,14,SaaS,0
2000000.0,1,12.0,12,real estate,0
2000000.0,1,19.0,12,project management|service providers|tracking,0
100000.0,1,18.0,13,SaaS,0
3500000.0,1,25.0,15,biotechnology,0
152500.0,2,14.0,13,SaaS,0
210000000.0,2,24.0,12,SaaS,0
10000000.0,1,14.0,11,SaaS,0
1430000.0,2,12.0,11,local businesses|marketplaces,0
2000000.0,1,25.0,14,AI,0
2000000.0,1,16.0,12,information technology,0
2000000.0,1,20.0,12,clean technology,0
300000.0,2,13.0,12,advertising,0
2260000.0,2,13.0,11,contact management|mobile|social media,0
30000.0,1,12.0,12,advertising|advertising platforms|mobile|mobile games,0
58438.0,1,15.0,15,curated web,0
167163877.328292,2,12.0,11,internet,0
700000.0,1,12.0,12,analytics|cloud computing|technology,0
1000000.0,1,26.0,23,publishing,0
2050000.0,2,19.0,18,games,0
5400450.0,4,16.0,12,publishing|social media,0
50000.0,1,20.0,11,security,0
3455000.0,3,13.0,11,SaaS,0
125000.0,1,18.0,17,business services|technology,0
6570000.0,4,14.0,11,HealthTech,0
13700000.0,1,25.0,23,biotechnology,0
250000.0,1,20.0,18,real estate|startups,0
1765800.0,1,19.0,16,environmental innovation|renewable energies|renewable tech|solar,0
1065000.0,3,13.0,11,cloud computing|home automation|industrial automation|internet of things|m2m,0
5073408.0,2,14.0,11,HealthTech,0
5500000.0,2,15.0,12,SaaS,0
32600000.0,3,17.0,11,biotechnology,0
33649083.0,2,21.0,19,clean technology,0
8000000.0,1,16.0,15,biotechnology,0
62860000.0,4,16.0,11,biotechnology,0
46341484.0,6,25.0,13,SaaS,0
410958.0,1,19.0,18,HealthTech,0
2000000.0,1,14.0,12,HealthTech,0
8600000.0,1,26.0,13,clean technology,0
39200000.0,2,26.0,20,web hosting,1
8500000.0,2,26.0,24,HealthTech,0
2000000.0,1,12.0,12,SaaS,0
5821431.0,7,20.0,11,e-commerce,0
13000000.0,3,26.0,17,mobile,0
18500000.0,1,15.0,13,clean technology|enterprises|manufacturing,0
10000000.0,1,27.0,22,semiconductors,0
9000000.0,2,13.0,11,analytics|big data analytics|startups,0
2000000.0,1,14.0,11,SaaS,0
2500000.0,2,15.0,14,SaaS,0
2000000.0,1,19.0,19,AI,0
25000.0,1,15.0,14,apps|internet|mobile|services,0
200000.0,1,15.0,13,mobile,0
5600000.0,4,13.0,11,SaaS,0
5000000.0,1,26.0,21,SaaS,0
600000.0,2,15.0,11,SaaS,0
90000000.0,1,26.0,12,SaaS,0
786000.0,1,22.0,17,analytics,0
25000.0,1,14.0,14,biotechnology,0
2000000.0,1,17.0,17,MarTech,0
2000000.0,1,11.0,11,SaaS,0
28600000.0,4,19.0,12,clean technology,0
24522872.0,2,14.0,13,biotechnology,0
1000000.0,1,11.0,11,consumer internet|market research,0
25000.0,1,15.0,14,e-commerce,0
2000000.0,1,13.0,11,SaaS,0
7000000.0,1,16.0,13,manufacturing,0
71100000.0,4,19.0,14,SaaS,0
8000000.0,1,15.0,11,network security,0
4099999.0,1,12.0,12,digital media|news|social media|video,0
3409172.0,5,18.0,12,semiconductors,0
250000.0,1,15.0,15,big data|legal|local,0
1900000.0,1,17.0,17,content delivery|internet|seo|web hosting,0
10000.0,1,12.0,12,online dating,0
2000000.0,1,14.0,14,media,0
27200000.0,4,21.0,16,SaaS,0
5000000.0,1,20.0,17,HealthTech,0
1243750.0,1,25.0,15,manufacturing,0
18000000.0,2,27.0,20,SaaS,1
16000000.0,2,17.0,11,HealthTech,0
10500000.0,4,38.0,15,SaaS,0
1100000.0,1,14.0,12,SaaS,0
180500000.0,6,21.0,11,biotechnology,0
2000000.0,1,12.0,12,e-commerce,0
21000000.0,1,30.0,12,e-commerce,0
820000.0,1,15.0,15,analytics,0
3877920.0,1,19.0,17,biotechnology,0
25000.0,1,13.0,12,marketplaces|outdoors|travel,0
809520.0,2,17.0,15,auctions|e-commerce,0
141750000.0,3,19.0,12,real estate,0
95648700.0,4,14.0,11,auctions|e-commerce,0
2400000.0,1,21.0,19,e-commerce,0
5500000.0,1,24.0,20,auctions|nonprofits,0
2000000.0,1,17.0,13,consumer goods|service providers,0
400000.0,2,19.0,19,auctions|curated web|e-commerce,0
2000000.0,1,23.0,11,AI,0
2000000.0,1,16.0,16,ipad|iphone|mobile|music,0
43000.0,1,12.0,12,audio|mobile|project management|social media|startups|twitter applications,0
55894778.0,3,16.0,12,HealthTech,0
687500.0,2,17.0,16,SaaS,0
137500000.0,3,13.0,11,biotechnology,0
12160.0,2,13.0,13,audio|blogging platforms|browser extensions|mobile|web cms|web design,0
2000000.0,1,15.0,15,fashion,0
1280000.0,1,27.0,17,SaaS,0
1574000.0,1,15.0,12,HealthTech,0
15000000.0,1,26.0,17,semiconductors,0
2000000.0,1,13.0,13,music,0
2000000.0,1,18.0,14,advertising,0
2783000.0,4,15.0,11,SaaS,0
20000.0,1,12.0,11,AI,0
56546875.0,4,23.0,13,ad targeting|advertising|advertising platforms|databases|digital media|marketplaces,0
2000000.0,1,24.0,12,AI,0
9500000.0,1,19.0,16,biotechnology,0
100000.0,1,16.0,14,SaaS,0
1511444.0,1,18.0,12,home automation,0
470945.0,4,25.0,13,audio|games|music,0
2000000.0,1,16.0,16,consumer electronics,0
5568600.0,1,17.0,12,mobile,0
250000.0,1,20.0,19,legal,0
40000.0,1,16.0,15,SaaS,0
400000.0,1,17.0,12,guides|travel & tourism,0
400000.0,1,16.0,13,music,0
8771500.0,5,23.0,11,SaaS,0
4500000.0,2,18.0,19,distribution|e-commerce|manufacturing|mobile,0
1250000.0,2,18.0,15,artists globally|audio|games|music,0
100000.0,1,12.0,12,licensing,0
9273777.0,1,18.0,11,biotechnology,0
85000.0,2,15.0,14,social media|startups,1
257626.0,2,14.0,13,mobile,0
3482300.0,4,18.0,13,media|music|technology,0
330000.0,1,15.0,14,advertising,0
2000000.0,1,18.0,14,audiobooks,0
1450000.0,1,17.0,15,SaaS,0
277967.021288497,2,13.0,11,travel & tourism,0
5530000.0,1,16.0,16,messaging,0
2000000.0,1,16.0,16,consulting,0
955922.0,1,18.0,13,security,0
30426151.0,4,27.0,15,advertising|monetization|video,0
80000.0,1,17.0,16,film|internet|music,1
1400000.0,1,12.0,11,SaaS,0
2000000.0,2,24.0,12,SaaS,0
2800000.0,3,13.0,12,SaaS,0
23000000.0,2,14.0,11,HealthTech,0
20900000.0,4,18.0,12,HealthTech,0
1800000.0,2,15.0,12,augmented reality|e-commerce|mobile,0
25000.0,1,11.0,11,apps|mobile advertising|mobile commerce,1
4073365.0,4,15.0,13,automotive|communications hardware|mobile|mobility,1
1500000.0,3,16.0,11,advertising|android|augmented reality|computer vision|drones|indoor positioning|iphone|robotics,0
8590000.0,1,23.0,21,SaaS,0
1534897.0,4,20.0,11,consumers|content|gps|leisure|location based services|mobile|navigation|outdoors|recycling,0
90000.0,2,19.0,17,SaaS,1
40000.0,1,14.0,13,aerospace|biotechnology,0
2000000.0,1,14.0,12,SaaS,0
118000.0,1,13.0,13,advertising|cyber security|developer apis|mobile,0
4700000.0,1,11.0,11,bitcoin|business services|internet|market research|prediction markets|predictive analytics,0
35224880.3659203,4,24.0,11,SaaS,0
9000000.0,2,15.0,11,HealthTech,0
48000000.0,3,14.0,11,home automation|internet of things|security|technology,0
2000000.0,1,12.0,12,digital media|social media,0
6421353.0,4,18.0,11,biotechnology,0
96700000.0,1,20.0,12,clean technology,0
11000000.0,3,18.0,13,security,0
5456000.0,2,17.0,11,biotechnology,0
40000.0,1,15.0,13,advertising,0
2000000.0,1,14.0,14,e-commerce|recipes|specialty foods,0
1000000.0,1,16.0,13,SaaS,0
2000000.0,1,18.0,17,SaaS,0
33961728.0,6,19.0,11,biotechnology,0
2000000.0,3,14.0,12,HealthTech,0
4600000.0,2,41.0,12,SaaS,0
2000000.0,1,43.0,12,advertising,0
300000.0,1,15.0,14,media|mobile|music|news,1
